TRM,M,RGE,TWP,FMU_NAME,FMU_CODE,areaha
"047025","5","2","47",RO1,R51,9479.967
"048025","5","2","48",RO1,R51,9502.757
"051025","5","2","51",RO1,R51,506.855
"051025","5","2","51",WO2,W52,9003.521
"052025","5","2","52",WO2,W52,9465.639
"055025","5","2","55",WO2,W52,9512.685
"056025","5","2","56",WO2,W52,9510.064
"058025","5","2","58",WO2,W52,9506.544
"061025","5","2","61",SO1,S51,9493.538
"062025","5","2","62",S25,S25,0.001
"062025","5","2","62",SO1,S51,9465.760
"065025","5","2","65",S25,S25,3138.226
"065025","5","2","65",SO1,S51,6348.397
"066025","5","2","66",S24,S24,2205.266
"066025","5","2","66",SO1,S51,6872.145
"066025","5","2","66",W16,W16,401.542
"068025","5","2","68",S24,S24,9504.494
"070025","5","2","70",S20,S20,184.547
"070025","5","2","70",S24,S24,9260.857
"072025","5","2","72",S17,S17,3881.774
"072025","5","2","72",S20,S20,1724.509
"072025","5","2","72",S24,S24,3893.734
"075025","5","2","75",S17,S17,9522.344
"076025","5","2","76",S17,S17,9502.618
"032135","5","13","32",R11,R11,6768.720
"033135","5","13","33",R11,R11,9485.054
"036135","5","13","36",R10,R10,6069.029
"036135","5","13","36",R11,R11,3434.696
"037135","5","13","37",R10,R10,9485.743
"039135","5","13","39",R10,R10,9549.857
"041135","5","13","41",R10,R10,9485.033
"043135","5","13","43",R15,R15,9543.094
"046135","5","13","46",R13,R13,4394.628
"046135","5","13","46",R15,R15,5055.888
"047135","5","13","47",R15,R15,9515.106
"049135","5","13","49",R15,R15,9487.833
"051135","5","13","51",R15,R15,9491.454
"053135","5","13","53",WO1,W51,9471.348
"054135","5","13","54",R15,R15,4317.278
"054135","5","13","54",WO1,W51,5118.628
"057135","5","13","57",EO1,E51,3214.651
"057135","5","13","57",R15,R15,1315.550
"057135","5","13","57",WO1,W51,4955.729
"059135","5","13","59",W16,W16,6951.129
"059135","5","13","59",WO1,W51,2591.662
"061135","5","13","61",W14,W14,0.001
"061135","5","13","61",W16,W16,9490.043
"063135","5","13","63",W14,W14,9535.981
"064135","5","13","64",W14,W14,9508.871
"067135","5","13","67",S20,S20,9529.327
"068135","5","13","68",S20,S20,9508.739
"071135","5","13","71",S20,S20,9545.325
"073135","5","13","73",S20,S20,0.002
"073135","5","13","73",SO2,S52,9482.622
"074135","5","13","74",SO2,S52,9427.699
"077135","5","13","77",S19,S19,9011.570
"077135","5","13","77",SO2,S52,464.996
"078135","5","13","78",M3,M03,9470.825
"081135","5","13","81",M3,M03,9489.494
"082135","5","13","82",S19,S19,9430.586
"084135","5","13","84",S10,S10,9511.536
"087135","5","13","87",S10,S10,9537.888
"088135","5","13","88",S10,S10,9510.817
"091135","5","13","91",P21,P21,9548.202
"092135","5","13","92",P21,P21,9507.445
"094135","5","13","94",P21,P21,9462.615
"096135","5","13","96",P21,P21,9509.181
"098135","5","13","98",P21,P21,9465.008
"101135","5","13","101",P21,P21,9484.651
"102135","5","13","102",P21,P21,9461.139
"104135","5","13","104",F11,F11,5546.351
"104135","5","13","104",FO1,F51,3965.127
"106135","5","13","106",FO1,F51,9439.792
"108135","5","13","108",FO1,F51,9511.804
"109135","5","13","109",FO1,F51,9489.972
"112135","5","13","112",F26,F26,9506.778
"114135","5","13","114",F26,F26,9459.465
"116135","5","13","116",F10,F10,9509.251
"118135","5","13","118",F10,F10,9461.842
"119135","5","13","119",F10,F10,9546.076
"122135","5","13","122",F10,F10,9454.526
"123135","5","13","123",F10,F10,9537.769
"126135","5","13","126",F10,F10,9546.523
"127135","5","13","127",F10,F10,30.660
"032145","5","14","32",R11,R11,2943.035
"033145","5","14","33",R11,R11,7493.751
"035145","5","14","35",R11,R11,9536.897
"037145","5","14","37",R10,R10,9220.476
"037145","5","14","37",R11,R11,265.313
"039145","5","14","39",R10,R10,9550.012
"042145","5","14","42",R10,R10,6385.004
"042145","5","14","42",R15,R15,3090.234
"043145","5","14","43",R15,R15,9542.689
"045145","5","14","45",R13,R13,9484.117
"047145","5","14","47",R15,R15,9517.263
"049145","5","14","49",R15,R15,9483.783
"050145","5","14","50",R15,R15,9447.233
"053145","5","14","53",EO1,E51,4745.555
"053145","5","14","53",WO1,W51,4736.914
"055145","5","14","55",EO1,E51,9161.901
"055145","5","14","55",WO1,W51,403.355
"057145","5","14","57",EO1,E51,3498.695
"057145","5","14","57",R15,R15,5991.534
"059145","5","14","59",W16,W16,9543.396
"060145","5","14","60",W16,W16,9513.251
"063145","5","14","63",W14,W14,9535.547
"064145","5","14","64",W14,W14,9506.845
"067145","5","14","67",S20,S20,9528.650
"069145","5","14","69",S20,S20,9486.622
"070145","5","14","70",M4,M04,4742.486
"070145","5","14","70",S20,S20,4747.918
"073145","5","14","73",S20,S20,1325.297
"073145","5","14","73",SO2,S52,8155.300
"074145","5","14","74",SO2,S52,9426.504
"077145","5","14","77",S16,S16,2624.260
"077145","5","14","77",SO2,S52,6860.251
"078145","5","14","78",M3,M03,9486.061
"080145","5","14","80",M3,M03,9504.207
"083145","5","14","83",P21,P21,9503.804
"084145","5","14","84",P21,P21,9509.568
"087145","5","14","87",P21,P21,9539.461
"088145","5","14","88",P21,P21,9509.907
"090145","5","14","90",P21,P21,9473.735
"092145","5","14","92",P21,P21,9507.855
"094145","5","14","94",P21,P21,9461.905
"097145","5","14","97",P21,P21,9487.670
"098145","5","14","98",P21,P21,9464.955
"100145","5","14","100",P21,P21,9510.072
"102145","5","14","102",P21,P21,9464.312
"104145","5","14","104",FO1,F51,9514.594
"105145","5","14","105",FO1,F51,9492.344
"108145","5","14","108",F11,F11,4227.085
"108145","5","14","108",FO1,F51,5290.253
"110145","5","14","110",FO1,F51,9452.627
"112145","5","14","112",F26,F26,9509.115
"114145","5","14","114",F26,F26,9460.840
"115145","5","14","115",F26,F26,9542.688
"118145","5","14","118",F10,F10,9462.363
"119145","5","14","119",F10,F10,9546.468
"122145","5","14","122",F10,F10,9454.187
"124145","5","14","124",F10,F10,9511.468
"125145","5","14","125",F10,F10,9486.410
"036155","5","15","36",R11,R11,9503.387
"035155","5","15","35",R11,R11,9536.109
"038155","5","15","38",R10,R10,0.002
"038155","5","15","38",R11,R11,9482.649
"040155","5","15","40",R10,R10,2382.800
"040155","5","15","40",R11,R11,7122.769
"042155","5","15","42",R10,R10,8214.419
"042155","5","15","42",R15,R15,1262.354
"043155","5","15","43",R15,R15,9545.120
"046155","5","15","46",R13,R13,9450.683
"048155","5","15","48",R13,R13,6595.942
"048155","5","15","48",R15,R15,2908.383
"050155","5","15","50",R15,R15,9443.075
"052155","5","15","52",R15,R15,9504.402
"053155","5","15","53",EO1,E51,7100.154
"053155","5","15","53",R15,R15,2380.797
"056155","5","15","56",EO1,E51,4691.906
"056155","5","15","56",R15,R15,4804.446
"057155","5","15","57",EO1,E51,796.534
"057155","5","15","57",R15,R15,8699.712
"107044","4","4","107",A12,A12,9539.961
"108044","4","4","108",A12,A12,9510.574
"110044","4","4","110",A12,A12,9455.592
"112044","4","4","112",A12,A12,9433.066
"114044","4","4","114",A12,A12,9381.436
"117044","4","4","117",A12,A12,18.386
"117044","4","4","117",A13,A13,9468.251
"118044","4","4","118",A13,A13,9450.633
"120044","4","4","120",A13,A13,9510.720
"122044","4","4","122",A13,A13,9451.662
"124044","4","4","124",A13,A13,9511.066
"125044","4","4","125",A13,A13,9486.239
"056054","4","5","56",LO1,L51,4625.369
"069054","4","5","69",L9,L09,9490.662
"058054","4","5","58",LO1,L51,9469.846
"059054","4","5","59",LO1,L51,9530.059
"062054","4","5","62",LO1,L51,9470.355
"063054","4","5","63",LO1,L51,9521.308
"066054","4","5","66",LO1,L51,9459.146
"067054","4","5","67",L9,L09,9525.945
"072054","4","5","72",L9,L09,9523.808
"073054","4","5","73",L11,L11,4739.065
"073054","4","5","73",L9,L09,4763.961
"076054","4","5","76",L11,L11,9512.362
"077054","4","5","77",L11,L11,9491.144
"079054","4","5","79",L11,L11,9534.441
"081054","4","5","81",L11,L11,9488.720
"083054","4","5","83",L11,L11,9544.160
"086054","4","5","86",A16,A16,9460.848
"087054","4","5","87",A16,A16,9530.876
"089054","4","5","89",A16,A16,9483.568
"091054","4","5","91",A16,A16,9542.405
"093054","4","5","93",A6,A06,9483.731
"094054","4","5","94",A6,A06,9462.426
"097054","4","5","97",A6,A06,9484.086
"099054","4","5","99",A11,A11,9542.632
"101054","4","5","101",A11,A11,9491.099
"103054","4","5","103",A11,A11,9537.964
"104054","4","5","104",A11,A11,9510.771
"107054","4","5","107",A12,A12,9540.021
"108054","4","5","108",A12,A12,9510.424
"111054","4","5","111",A12,A12,9537.170
"113054","4","5","113",A12,A12,8828.553
"113054","4","5","113",A13,A13,658.490
"114054","4","5","114",A12,A12,5425.547
"114054","4","5","114",A13,A13,4035.534
"117054","4","5","117",A13,A13,9486.781
"118054","4","5","118",A13,A13,9449.511
"121054","4","5","121",A13,A13,9486.129
"122054","4","5","122",A13,A13,9451.508
"124054","4","5","124",A13,A13,9511.043
"127054","4","5","127",A13,A13,28.764
"056064","4","6","56",LO1,L51,3511.467
"059064","4","6","59",LO1,L51,9540.502
"060064","4","6","60",LO1,L51,9532.714
"062064","4","6","62",LO1,L51,9461.715
"064064","4","6","64",LO1,L51,9507.923
"066064","4","6","66",LO1,L51,9452.743
"069064","4","6","69",L9,L09,9493.179
"070064","4","6","70",L9,L09,9491.700
"072064","4","6","72",L9,L09,9507.029
"074064","4","6","74",L11,L11,9456.262
"076064","4","6","76",L11,L11,9511.999
"077064","4","6","77",L11,L11,9492.795
"080064","4","6","80",L11,L11,9511.485
"082064","4","6","82",L11,L11,9471.672
"084064","4","6","84",L11,L11,9511.212
"086064","4","6","86",A16,A16,9468.320
"087064","4","6","87",A16,A16,9521.386
"090064","4","6","90",A16,A16,9466.743
"091064","4","6","91",A16,A16,9543.193
"058184","4","18","58",LO1,L51,5854.489
"061184","4","18","61",LO1,L51,9475.810
"063184","4","18","63",LO1,L51,9499.106
"064184","4","18","64",LO1,L51,9507.798
"067184","4","18","67",LO1,L51,9535.105
"068184","4","18","68",LO1,L51,9508.668
"071184","4","18","71",L8,L08,9559.792
"072184","4","18","72",L2,L02,407.430
"072184","4","18","72",L8,L08,9098.416
"074184","4","18","74",L3,L03,9459.190
"077184","4","18","77",L3,L03,9493.924
"078184","4","18","78",L3,L03,9465.555
"081184","4","18","81",L3,L03,9485.516
"082184","4","18","82",L3,L03,9457.903
"084184","4","18","84",A16,A16,9507.657
"086184","4","18","86",A16,A16,9458.598
"088184","4","18","88",A16,A16,9511.854
"091184","4","18","91",A16,A16,9552.593
"092184","4","18","92",A16,A16,9513.107
"094184","4","18","94",A16,A16,9470.499
"096184","4","18","96",A16,A16,9508.376
"098184","4","18","98",A9,A09,9455.706
"099184","4","18","99",A9,A09,9536.483
"102184","4","18","102",A9,A09,9464.291
"104184","4","18","104",A9,A09,9514.006
"059194","4","19","59",LO1,L51,9481.522
"061194","4","19","61",LO1,L51,9506.049
"064194","4","19","64",LO1,L51,9515.728
"065194","4","19","65",LO1,L51,9490.012
"067194","4","19","67",LO1,L51,9546.817
"069194","4","19","69",LO1,L51,9496.247
"071194","4","19","71",L2,L02,5772.889
"071194","4","19","71",L8,L08,3799.597
"072194","4","19","72",L2,L02,8227.981
"072194","4","19","72",L8,L08,1281.122
"075194","4","19","75",L3,L03,9532.260
"077194","4","19","77",L3,L03,9485.046
"079194","4","19","79",L3,L03,9530.525
"081194","4","19","81",L3,L03,9486.669
"082194","4","19","82",L3,L03,9469.505
"085194","4","19","85",A16,A16,9485.048
"086194","4","19","86",A16,A16,9454.837
"089194","4","19","89",A16,A16,9486.968
"091194","4","19","91",A16,A16,9549.616
"092194","4","19","92",A16,A16,9511.083
"095194","4","19","95",S22,S22,9542.805
"096194","4","19","96",S22,S22,9508.430
"099194","4","19","99",A9,A09,9536.815
"100194","4","19","100",A9,A09,9511.970
"102194","4","19","102",A9,A09,9465.413
"079025","5","2","79",S17,S17,9528.679
"080025","5","2","80",S18,S18,9475.126
"082025","5","2","82",S18,S18,9395.246
"085025","5","2","85",S11,S11,9486.842
"086025","5","2","86",S11,S11,9461.816
"089025","5","2","89",S11,S11,9483.891
"090025","5","2","90",S14,S14,9473.777
"092025","5","2","92",S14,S14,9508.693
"094025","5","2","94",S14,S14,9463.625
"096025","5","2","96",S14,S14,9510.636
"099025","5","2","99",F23,F23,9545.516
"100025","5","2","100",F23,F23,9512.455
"102025","5","2","102",F23,F23,9468.632
"104025","5","2","104",F23,F23,9513.661
"106025","5","2","106",F23,F23,9435.277
"107025","5","2","107",F23,F23,9515.228
"110025","5","2","110",F23,F23,9455.595
"112025","5","2","112",F23,F23,9511.071
"114025","5","2","114",F23,F23,9464.078
"116025","5","2","116",F10,F10,9509.611
"117025","5","2","117",F10,F10,9485.554
"120025","5","2","120",F10,F10,9511.729
"004035","5","3","4",C5,C05,9512.015
"005035","5","3","5",C5,C05,9589.484
"008035","5","3","8",C5,C05,2578.722
"008035","5","3","8",CO2,C52,6934.206
"009035","5","3","9",C5,C05,6321.139
"009035","5","3","9",CO2,C52,3152.564
"011035","5","3","11",C5,C05,9435.698
"011035","5","3","11",CO2,C52,131.725
"014035","5","3","14",C5,C05,7334.919
"014035","5","3","14",CO2,C52,2080.169
"015035","5","3","15",C5,C05,6901.930
"015035","5","3","15",CO2,C52,2669.037
"018035","5","3","18",BO1,B51,9462.989
"019035","5","3","19",BO1,B51,9522.085
"021035","5","3","21",BO1,B51,9477.570
"023035","5","3","23",BO1,B51,9523.691
"025035","5","3","25",BO1,B51,5233.195
"025035","5","3","25",BO2,B52,3571.774
"028035","5","3","28",BO2,B52,9491.784
"029035","5","3","29",BO2,B52,9485.485
"031035","5","3","31",BO2,B52,9535.243
"033035","5","3","33",BO2,B52,9492.074
"035035","5","3","35",BO2,B52,9527.414
"035035","5","3","35",RO1,R51,0.006
"036035","5","3","36",RO1,R51,9500.295
"039035","5","3","39",RO1,R51,9547.624
"041035","5","3","41",RO1,R51,9486.403
"043035","5","3","43",RO1,R51,9527.738
"045035","5","3","45",RO1,R51,9474.613
"046035","5","3","46",RO1,R51,9432.678
"049035","5","3","49",RO1,R51,9478.137
"050035","5","3","50",RO1,R51,8818.656
"050035","5","3","50",WO2,W52,641.248
"053035","5","3","53",WO2,W52,9475.688
"055035","5","3","55",WO2,W52,9532.074
"056035","5","3","56",WO2,W52,9498.453
"059035","5","3","59",WO2,W52,9528.787
"060035","5","3","60",SO1,S51,9499.774
"060035","5","3","60",WO2,W52,8.599
"063035","5","3","63",S25,S25,5951.227
"063035","5","3","63",SO1,S51,2722.795
"063035","5","3","63",W16,W16,855.518
"064035","5","3","64",S25,S25,1441.360
"064035","5","3","64",W16,W16,8060.466
"066035","5","3","66",SO1,S51,207.285
"066035","5","3","66",W16,W16,9251.496
"069035","5","3","69",S20,S20,6446.947
"069035","5","3","69",S24,S24,3039.054
"070035","5","3","70",S20,S20,8226.205
"070035","5","3","70",S24,S24,1227.168
"073035","5","3","73",S17,S17,9486.109
"074035","5","3","74",S17,S17,9451.689
"076035","5","3","76",S17,S17,9500.282
"078035","5","3","78",S17,S17,9482.689
"080035","5","3","80",S18,S18,9476.292
"083035","5","3","83",S18,S18,9502.816
"084035","5","3","84",S11,S11,9508.845
"086035","5","3","86",S11,S11,9461.911
"088035","5","3","88",S11,S11,9507.129
"090035","5","3","90",S14,S14,9474.766
"091035","5","3","91",S14,S14,9551.859
"094035","5","3","94",S14,S14,9463.134
"096035","5","3","96",S14,S14,9509.805
"098035","5","3","98",F23,F23,9465.230
"100035","5","3","100",F23,F23,9512.502
"101035","5","3","101",F23,F23,9489.708
"104035","5","3","104",F23,F23,9513.267
"105035","5","3","105",F23,F23,9489.960
"108035","5","3","108",F23,F23,9512.760
"109035","5","3","109",F23,F23,9494.054
"111035","5","3","111",F23,F23,9535.209
"114035","5","3","114",F10,F10,9464.342
"115035","5","3","115",F10,F10,9545.044
"118035","5","3","118",F10,F10,9464.945
"119035","5","3","119",F10,F10,9548.660
"003045","5","4","3",C5,C05,12.906
"006045","5","4","6",C5,C05,9464.724
"004045","5","4","4",C5,C05,4402.068
"008045","5","4","8",C5,C05,3971.628
"008045","5","4","8",CO1,C51,765.870
"008045","5","4","8",CO2,C52,4779.931
"010045","5","4","10",C5,C05,9478.096
"011045","5","4","11",C5,C05,9518.854
"014045","5","4","14",B11,B11,23.389
"014045","5","4","14",B12,B12,22.151
"014045","5","4","14",C5,C05,9397.527
"016045","5","4","16",B11,B11,131.689
"016045","5","4","16",B12,B12,655.786
"016045","5","4","16",C5,C05,5017.155
"016045","5","4","16",CO2,C52,3706.383
"018045","5","4","18",B12,B12,2624.043
"018045","5","4","18",BO1,B51,6872.441
"020045","5","4","20",B11,B11,1455.332
"020045","5","4","20",B12,B12,2507.327
"020045","5","4","20",BO1,B51,5527.664
"021045","5","4","21",B12,B12,1252.379
"021045","5","4","21",BO1,B51,8223.021
"024045","5","4","24",BO1,B51,9519.788
"025045","5","4","25",BO1,B51,8945.860
"025045","5","4","25",BO2,B52,535.356
"028045","5","4","28",BO2,B52,9504.859
"030045","5","4","30",BO2,B52,9471.231
"031045","5","4","31",BO2,B52,9514.141
"034045","5","4","34",BO2,B52,9478.422
"035045","5","4","35",BO2,B52,9541.855
"035045","5","4","35",RO1,R51,0.006
"038045","5","4","38",RO1,R51,9485.037
"039045","5","4","39",RO1,R51,9551.040
"041045","5","4","41",RO1,R51,9484.955
"044045","5","4","44",RO1,R51,9488.144
"045045","5","4","45",RO1,R51,9481.008
"048045","5","4","48",RO1,R51,9503.250
"049045","5","4","49",RO1,R51,9476.099
"051045","5","4","51",WO2,W52,9534.556
"053045","5","4","53",WO2,W52,9484.232
"055045","5","4","55",WO2,W52,9548.150
"058045","5","4","58",WO2,W52,9460.836
"059045","5","4","59",WO2,W52,9548.142
"061045","5","4","61",WO2,W52,9491.897
"063045","5","4","63",S25,S25,50.584
"063045","5","4","63",W16,W16,6839.491
"063045","5","4","63",WO2,W52,2644.468
"065045","5","4","65",W16,W16,9488.806
"066045","5","4","66",W16,W16,9477.557
"060155","5","15","60",W16,W16,9512.243
"061155","5","15","61",W16,W16,9491.038
"063155","5","15","63",W14,W14,9538.943
"066155","5","15","66",W16,W16,9455.776
"067155","5","15","67",S21,S21,9525.630
"070155","5","15","70",S20,S20,9487.570
"071155","5","15","71",M4,M04,9563.755
"073155","5","15","73",S16,S16,4745.223
"073155","5","15","73",S20,S20,265.635
"073155","5","15","73",SO2,S52,4474.726
"075155","5","15","75",SO2,S52,9504.782
"077155","5","15","77",SO2,S52,9489.705
"080155","5","15","80",M3,M03,9510.158
"081155","5","15","81",S21,S21,9487.624
"083155","5","15","83",P21,P21,9505.111
"085155","5","15","85",P21,P21,9488.780
"087155","5","15","87",P21,P21,9538.210
"088155","5","15","88",P21,P21,9510.682
"091155","5","15","91",P21,P21,9549.316
"093155","5","15","93",P21,P21,9487.782
"095155","5","15","95",P21,P21,9539.657
"097155","5","15","97",P21,P21,9487.349
"098155","5","15","98",P21,P21,9465.360
"101155","5","15","101",P21,P21,9487.459
"102155","5","15","102",P21,P21,9464.996
"105155","5","15","105",F11,F11,1384.783
"105155","5","15","105",FO1,F51,8100.940
"107155","5","15","107",FO1,F51,9517.353
"108155","5","15","108",F11,F11,5689.806
"108155","5","15","108",FO1,F51,3828.614
"111155","5","15","111",F26,F26,8926.918
"111155","5","15","111",FO1,F51,611.100
"112155","5","15","112",F26,F26,9511.382
"115155","5","15","115",F26,F26,9542.451
"116155","5","15","116",F10,F10,6338.674
"116155","5","15","116",F26,F26,3171.417
"118155","5","15","118",F10,F10,9463.126
"121155","5","15","121",F10,F10,9486.737
"122155","5","15","122",F10,F10,9453.725
"125155","5","15","125",F10,F10,9486.049
"126155","5","15","126",F10,F10,9600.227
"033165","5","16","33",R11,R11,1354.730
"034165","5","16","34",R11,R11,7437.125
"036165","5","16","36",R11,R11,9502.492
"038165","5","16","38",R11,R11,9481.712
"040165","5","16","40",R10,R10,2290.922
"040165","5","16","40",R11,R11,6473.170
"040165","5","16","40",R15,R15,742.494
"041165","5","16","41",R10,R10,5590.287
"041165","5","16","41",R11,R11,0.002
"041165","5","16","41",R15,R15,3895.023
"044165","5","16","44",R13,R13,6899.666
"044165","5","16","44",R15,R15,2606.102
"064165","5","16","64",W14,W14,9507.760
"046165","5","16","46",R13,R13,9450.337
"048165","5","16","48",R13,R13,9506.198
